id,username,name,date,text,url,sabores,sentimento
1667950786750341121,@lihmfs,lih 𓇼 ⋆.˚ 𓆉 𓆝 𓆡⋆.˚,2023-06-11 17:43:51,"2L de sorvete da Frosty saindo por 18 dinheiros, é tudo! ",https://twitter.com/lihmfs/status/1667950786750341121,nulo,neutro
1666952338794323968,@arrobaobserver,Cindyrdp,2023-06-08 23:36:22,Sorvete da frosty sabor delícia de abacaxi é mto gostoso!,https://twitter.com/arrobaobserver/status/1666952338794323968,delícia de abacaxi,neutro
1665480418315980805,@marilinhabirth1,marilia,2023-06-04 22:07:29,"Queria aquele sorvete artesanal, que faz na hora, mas vou ali no mercantil comprar um da frosty ",https://twitter.com/marilinhabirth1/status/1665480418315980805,nulo,positivo
1665395628816453633,@twitdaismalia,i,2023-06-04 16:30:34,"MANO, na frosty a partir de 6 produtos você paga o valor de atacado na unidade. Não precisa ser da mesma linha, basta ser 6 produtos. Comprei sorvete por 2,49. Eu vou me acabar",https://twitter.com/twitdaismalia/status/1665395628816453633,nulo,neutro
1630321307949621249,@shersadie,elɑ,2023-02-27 21:37:44,"como me conquistar pela boca

･ bolo: qualquer um (sem glacê 
･ sorvete:  patê da frosty
･ chocolate: ao leite o meio amargo
･ suco: acerola, maracujá e limão 
･ refri: coca geladinha 
･ fruta: qualquer uma n sei
･ carne: bem passada
･ pizza: frango com catupiry",https://twitter.com/shersadie/status/1630321307949621249,"chocolate, mousse de maracujá",negativo
1626048327891529730,@ManuRene,Rene Fernandes,2023-02-16 02:38:26,"E um salve para os potes de sorvete da Frosty! Uma benção.
Os sorvetes são bons, esse de Castanha com Paçoca...hummm",https://twitter.com/ManuRene/status/1626048327891529730,castanha com paçoca,neutro
1622308274325389312,@toristerr,só um temperinho,2023-02-05 18:56:48,Comprando um sorvete frosty pra aguentar esse domingo quente e fazer um job que enrolo a uma semana ,https://twitter.com/toristerr/status/1622308274325389312,nulo,neutro
1619924019456917504,@ValeskaaaT,princesinha,2023-01-30 05:02:37,"A frosty PRECISA começar a vender o sorvete de castanha no pote de 2L pra ontem, o melhor que eu já comi dessas marcas de marcado e só tem em picolé e na loja em self service",https://twitter.com/ValeskaaaT/status/1619924019456917504,nulo,positivo
1611558506381078528,@willtemachuca,escamosa,2023-01-07 03:01:03,"eu te amo, sorvete de ""napolitano tropical"" da Frosty, eu te amo. ",https://twitter.com/willtemachuca/status/1611558506381078528,napolitano tropical,neutro
1610063733702680582,@rflxvr,rafaeo,2023-01-03 00:01:22,O sorvete de açaí com leitinho da frosty é sensacional,https://twitter.com/rflxvr/status/1610063733702680582,"açaí, leitinho trufado",positivo
1604986943682527235,@n__evil,glups moglods,2022-12-19 23:48:01,vontade de abarcar um pote de sorvete sabor leitinho trufado da frosty,https://twitter.com/n__evil/status/1604986943682527235,leitinho trufado,neutro
1602655054611226626,@Dverascansado,Morador de Shadyside de Fortaleza,2022-12-13 13:21:55,Sorvete de chiclete da frosty é top sorvetes fodas,https://twitter.com/Dverascansado/status/1602655054611226626,nulo,positivo
1602497944321769474,@Frosty2_,João Fellipe,2022-12-13 02:57:37,Um dos maiores pecados capitais é o sorvete de chocolate ser ruim.,https://twitter.com/Frosty2_/status/1602497944321769474,chocolate,negativo
1600498409110224896,@L4r1c4,atestado da silva,2022-12-07 14:32:11,Sorvete de açaí com leitinho simplesmente o melhor obrigada frosty,https://twitter.com/L4r1c4/status/1600498409110224896,"açaí, leitinho trufado",positivo
1594100087734652929,@raposadegelo,frosty | comms open,2022-11-19 22:47:32,O cara so queria um sorvete e dai ele recebeu um cuspe e um murro #SinaisDoOutroLado,https://twitter.com/raposadegelo/status/1594100087734652929,nulo,neutro
1593789878776504320,@adeelimm,sasmina,2022-11-19 02:14:52,sorvete frosty gold sabor mousse de maracujá tem gosto de creme de cabelo e de maracuja é bom e ruim to tomando sorvete ou penteando o cabelo fica a dúvida,https://twitter.com/adeelimm/status/1593789878776504320,"creme, mousse de maracujá",neutro
1589683796819210241,@omnichat_,OmniChat,2022-11-07 18:18:46,"Parceria de dar água na boca:sorvete_sundae:! A Frosty, empresa de fabricação e comercialização de sorvetes, agora é OmniChat. Deu vontade de um sorvete? Entre em contato com um vendedor. https://omni.chat/compre-dos-nossos-clientes/…",https://twitter.com/omnichat_/status/1589683796819210241,nulo,neutro
1587189574270337025,@ma_companhia,Má Companhia - Benevolente,2022-10-31 21:07:37,"entregadores vão ao palácio da alvorada entregar pão, leite condensado, sorvete napolitano frosty, uma coca litro e um cheetos grande. Agenda do presidente só inclui assistir uma comédia romântica.",https://twitter.com/ma_companhia/status/1587189574270337025,napolitano,neutro
1581694499507810305,@juvieir4,dra miley vieira,2022-10-16 17:12:09,"Tomando um potão de sorvete de leitinho trufado para ver se esse calor diminui, frosty obrigado por tudo.",https://twitter.com/juvieir4/status/1581694499507810305,leitinho trufado,neutro
1574595791070666917,@Frosty2_,João Fellipe,2022-09-27 03:04:25,Em pleno 2022 ano da tecnologia Elon musk construindo um foguete e o sorvete de chocolate continua ruim.,https://twitter.com/Frosty2_/status/1574595791070666917,chocolate,negativo
1565684287080374272,@itsfelipebitch,Felipe,2022-09-02 12:53:17,Eu comprei um sorvete de castanha da Frosty que é uma deliciaa,https://twitter.com/itsfelipebitch/status/1565684287080374272,nulo,neutro
1531086688595894272,@guilhermelevi0,gui delas,2022-05-30 01:34:47,"COMO ME CONQUISTAR PELA BOCA:

bolo: de cenoura com brigadeiro
sorvete: chocolate trunfado da frosty
chocolate: meio amargo
suco: graviola
refri: sprite
fruta: banana 
batata: sim 
água: sem gas/ exceto aquela água saborizada da sprite maravilhosa
pizza: qualquer uma",https://twitter.com/guilhermelevi0/status/1531086688595894272,"chocolate, brigadeiro",negativo
1530297752260857858,@chaveszm,lelê,2022-05-27 21:19:50,"COMO ME CONQUISTAR PELA BOCA:
bolo: ninho com morango
sorvete: creme brûlée com café moka Frosty
chocolate: Cookies'n'Creme Hershey's
suco: maracujá/limonada (de limão siciliano)
refri: (não tomo)
fruta: morango/melancia
batata: purê
água: sem gás
pizza: calabresa com cheddar",https://twitter.com/chaveszm/status/1530297752260857858,"chocolate, creme brulée, mousse de maracujá, morango",neutro
1530243919434366976,@samebabi,babs,2022-05-27 17:45:55,devo dizer que o sorvete de creme brulee com café moka da Frosty tem meu coração tbm ,https://twitter.com/samebabi/status/1530243919434366976,creme brulée,neutro
1530200149582131200,@mavizis,vique,2022-05-27 14:52:00,"aqui na empresa hoje o assunto é qual melhor lugar pra sorvete e a briga tá entre uma q ama gelato e grano e a outra louca por san paolo, eu sigo aqui comendo na frosty",https://twitter.com/mavizis/status/1530200149582131200,nulo,positivo
1530176559222489089,@coexistedd,isa,2022-05-27 13:18:15,"COMO ME CONQUISTAR PELA BOCA:

bolo: prestígio ou doce de leite ou red velvet
sorvete: leitinho trunfado da frosty 
chocolate: snickers
suco: maracujá
refri: coca
fruta: morango
carne:  bem passada
batata: todas
água: sem gás
pizza: frango",https://twitter.com/coexistedd/status/1530176559222489089,"leitinho trufado, chocolate, mousse de maracujá, morango",neutro
1529897122535026705,@lyviasrocha,Lyvia Rocha,2022-05-26 18:47:52,Sorvete de açaí com leite ninho da Frosty é o melhor de todos!,https://twitter.com/lyviasrocha/status/1529897122535026705,açaí,positivo
1526656290520432640,@flwrana_,aninha,2022-05-17 20:09:58,vontade de comer aquele sorvete da frosty que eu comi domingo,https://twitter.com/flwrana_/status/1526656290520432640,nulo,neutro
1522005823882469377,@tomaznocool,juju carente,2022-05-05 00:10:40,ei o sorvete de açaí com ninho da frosty é muito bom na moral,https://twitter.com/tomaznocool/status/1522005823882469377,açaí,positivo
1511344288508039170,@ohbile,bilé,2022-04-05 14:05:32,Meu pai compraria frosty ou Quick (que aliás é muito bom e barato)  pois segundo ele é sorvete do mesmo jeito e faria o mesmo efeito e ainda,https://twitter.com/ohbile/status/1511344288508039170,nulo,positivo
1511314272327974919,@mechamedejoca,j.,2022-04-05 12:06:16,ela toda bacio di late e ele todo sorvete frosty,https://twitter.com/mechamedejoca/status/1511314272327974919,nulo,neutro
1511296403364065280,@cleannlamb,ane,2022-04-05 10:55:15,frosty eh literalmente minha marca de sorvete preferida e eh baratinha n entendi isso aq,https://twitter.com/cleannlamb/status/1511296403364065280,nulo,neutro
1509209898650935308,@uma_mulher_lisa,Mulher lisa,2022-03-30 16:44:14,"Rapaz, sorvete de açaí com banana da Frosty, gostoso demais! ",https://twitter.com/uma_mulher_lisa/status/1509209898650935308,açaí,neutro
1500985574580174849,@princesadosceus,debra,2022-03-08 00:03:42,"e meu primo no ceará q me levou na frosty e comprei uma porrada de sorvete aí a gente pode preencher um cupom de sorteio

hj o bonito me avisou q ganhou o celular kkkkkkkkkk",https://twitter.com/princesadosceus/status/1500985574580174849,nulo,neutro
1497007205727547397,@zedasplanta,Leuro,2022-02-25 00:35:05,"14 reais o sorvete do tamanho de 5ml de antialérgico na Gelatto.
Comprei aquele Frosty top 2L 16 reais",https://twitter.com/zedasplanta/status/1497007205727547397,nulo,positivo
1483595699828703238,@roneysco,Roney Lira,2022-01-19 00:22:33,"Bicho, tem um sorvete de CASTANHA COM PAÇOCA que eu tô simplesmente APAIXONADO. 

Frosty faz tudo nessa cidade.",https://twitter.com/roneysco/status/1483595699828703238,castanha com paçoca,neutro
1459616162782793728,@LCBrag,Blog do Lauriberto,2021-11-13 20:16:26,BLOG DO LAURIBERTO: Sorvete Frosty lança Campanha Green Friday https://blogdolauriberto.com/2021/11/sorvetes-frosty-lanca-campanha-green.html?spref=tw…,https://twitter.com/LCBrag/status/1459616162782793728,nulo,neutro
1452829648140767236,@eucaios,c.,2021-10-26 02:49:15,"esse sorvete de ninho trufado da frosty é o melhor, sem condições. o bicho deixa até o ambiente cheiroso.",https://twitter.com/eucaios/status/1452829648140767236,nulo,positivo
1432865803431563264,@luanleiten,Luan,2021-09-01 00:40:03,"bolo: ninho ou chocolate
doce: de leite
sorvete: leitinho trufado da frosty
suco: maracujá com leite
refri: uma coquinha bem gelada
fruta: tomate com sal
batata: quero
água: nem quente nem gelada zero grau ta otimo
pizza: frango com creme x
drink: gin com limão",https://twitter.com/luanleiten/status/1432865803431563264,"chocolate, leitinho trufado, creme, mousse de maracujá",positivo
1432760326232084481,@hotisblue_,andressa,2021-08-31 17:40:55,"Como me conquistar pela boca:

bolo: milho verde 
doce: chocolate branco
sorvete: creme brûlée c café moka da frosty
chocolate: caramelo salgado dark 50% garoto 
suco: cajá 
refri: fanta laranja
fruta: banana
batata: frita
água: gelada
Pizza: carne de sol
drink: moscow mule ",https://twitter.com/hotisblue_/status/1432760326232084481,"chocolate, creme brulée",neutro
1430230184691707909,@frostysquad,frosty,2021-08-24 18:07:03,vocês gostam de sorvete? -,https://twitter.com/frostysquad/status/1430230184691707909,nulo,neutro
1427762530135515147,@manultratomico,Manu - มานูเอล,2021-08-17 22:41:28,Sorvete leitinho trufado da frosty dá de 10 a 0 na kibom!,https://twitter.com/manultratomico/status/1427762530135515147,leitinho trufado,positivo
1424425021313851395,@n__evil,glups moglods,2021-08-08 17:39:24,era só um pote de sorvete sabor leitinho trufado da frosty agora,https://twitter.com/n__evil/status/1424425021313851395,leitinho trufado,neutro
1416822114632577027,@frostysquad,frosty,2021-07-18 18:08:10,"açaí ou sorvete??? 

- ",https://twitter.com/frostysquad/status/1416822114632577027,açaí,neutro
1414953206216642571,@stephaniegsousa,stéphanie,2021-07-13 14:21:47,"O mesmo sorvete Frosty até duas semanas atrás custava 15 reais. Hoje tá 20. Cara, eu nem sei o que dizer mais. Cada ida ao supermercado é um novo tipo de depressão adquirido.",https://twitter.com/stephaniegsousa/status/1414953206216642571,nulo,neutro
1414673530621468676,@__zac____,иза,2021-07-12 19:50:27,e a coisa se preço mais caro era um sorvete da frosty viu,https://twitter.com/__zac____/status/1414673530621468676,nulo,neutro
1407720287811026949,@toristerr,só um temperinho,2021-06-23 15:20:45,"esperando chegar meu sorvete leitinho com açaí, a frosty tbm podia aproveitar e trocar o nome da embalagem pra solução dos meus problemas",https://twitter.com/toristerr/status/1407720287811026949,"açaí, leitinho trufado",neutro
1401553872020201479,@rflxvr,rafaeo,2021-06-06 14:57:37,Apenas o sorvete de tapioca da frosty é capaz de amenizar todas as minhas dores hoje,https://twitter.com/rflxvr/status/1401553872020201479,tapioca,neutro
1400212523622801409,@lakshmiii______,mimi do 085,2021-06-02 22:07:34,"aquele sabor de sorvete da frosty
leitinho frustrado",https://twitter.com/lakshmiii______/status/1400212523622801409,leitinho trufado,neutro
1397671371983970310,@fernandes_jehh,Jesga.,2021-05-26 21:49:57,O sorvete de açaí da Frosty é merqui água. Mil vezes o da Pardal. ,https://twitter.com/fernandes_jehh/status/1397671371983970310,açaí,neutro
1390383996203372551,@lhettuce,Letiça,2021-05-06 19:12:31,"tem um sorvete muito bom da FrutBiss, que é o sabor Iogurte Grego com frutas vermelhas. Ontem eu vi no supermercado um muito parecido mas da Frosty (que tem sabores muito bons também, já compramos várias vezes). Comprei, mas o sorvete é pura amoxilina, eu quero chorar ",https://twitter.com/lhettuce/status/1390383996203372551,nulo,positivo
1375107732366364672,@MusicasDaMiley,Músicas da Miley,2021-03-25 15:30:06,"COMO ME CONQUISTAR PELA BOCA

Sorvete: leitinho com açaí da Frosty
Chocolate: amargo
Refri: coca cola
Fruta: pêra
Carne: 
Batata: frita
Água: sem gás 
Pizza: bacon com catupiry/marguerita
Bolo: chocolate 
Sobremesa: açaí com menta
Suco: laranja",https://twitter.com/MusicasDaMiley/status/1375107732366364672,"leitinho trufado, açaí, chocolate",negativo
1372677409493901320,@diogdaniel,dondiel,2021-03-18 22:32:52,"Lembrando aqui da minha primeira larica, ave maria até hj eu queria lembrar o sabor do sorvete frosty pq o bicho é bom dms no pão com coquinha ",https://twitter.com/diogdaniel/status/1372677409493901320,nulo,positivo
1370816336394354691,@chevrolettie,Lenù,2021-03-13 19:17:37,apenas o sorvete leitinho trufado da frosty é capaz de amenizar todas as minhas dores,https://twitter.com/chevrolettie/status/1370816336394354691,leitinho trufado,neutro
1367632569001521158,@KatherineBanshe,Marcelo Jaf,2021-03-05 00:26:28,Esse sorvete de brigadeiro da Frosty é uma delícia. O gostinho amargo com a cremosidade dele me deixa feliz.,https://twitter.com/KatherineBanshe/status/1367632569001521158,brigadeiro,negativo
